TaskID,TaskName,Start,Finish,DurationHours,IsElapsed,Assignments
5104,07 Check&Repair Internal SV,2024-06-25 09:00:00,2024-06-27 09:00:00,20.000,N,Har Bkl Valve(2.0)
5105,08 Repair&Fabrikasi Internal SV,2024-06-25 09:00:00,2024-06-26 09:00:00,10.000,N,Har Bkl Permesin(1.0)
2032,03 Turunkan Cover sisi NPK,2024-06-25 09:00:00,2024-06-25 11:00:00,2.000,N,Har ABB Operasi(4.0)
258,01 Pasang Scaffold di Lasan Sockolet O/L Hairpin to Header,2024-06-25 09:00:00,2024-06-25 14:00:00,4.000,N,Har PU Scaffolding(4.0)
2815,13 Final Inspect,2024-06-25 09:00:00,2024-06-25 10:00:00,1.000,N,Inspeksi Pabrik 4(1.0)
3855,18 Tutup Cover sisi 1A,2024-06-25 09:00:00,2024-06-25 16:00:00,6.000,N,Harlap Amoniak P4(4.0)
4006,08 Resetting 5.5 kg/ cm2,2024-06-25 09:00:00,2024-06-25 10:00:00,1.000,N,Har Bkl Valve(1.0)
4007,09 Resetting 5.5 kg/ cm2,2024-06-25 09:00:00,2024-06-25 10:00:00,1.000,N,Inspeksi Bengkel(1.0)
2022,22 Angkat Cover sisi P1A,2024-06-25 09:30:00,2024-06-25 10:30:00,1.000,N,Mobile Crane 50 Ton (R-202/B/205)(1.0)
3192,20 Lepas Thrust Bearing,2024-06-25 09:30:00,2024-06-25 10:30:00,1.000,N,Harlap Amoniak P4(3.0)
2916,23 Ikat Bolt Cover sisi Pabrik 1A,2024-06-25 09:30:00,2024-06-25 14:30:00,4.000,N,Harlap Amoniak P4(4.0)
5466,06 Lepas Scaffold Line 1-SC-2006,2024-06-25 09:30:00,2024-06-25 11:30:00,2.000,N,Har PU Scaffolding(4.0)
2023,23 Angkat Cover sisi P1A,2024-06-25 09:30:00,2024-06-25 11:30:00,2.000,N,Har ABB Operasi(4.0)
3310,31 Function test pada mechanical OST protec,2024-06-25 09:30:00,2024-06-25 13:30:00,3.000,N,Harlap Amoniak P4(2.0)
4284,21 Ikat Bolt Cover,2024-06-25 09:30:00,2024-06-25 11:30:00,2.000,N,Harlap Amoniak P4(3.0)
5166,02 Lepas Isolasi Line Produk NH3 P4 1-P-501A/B s/d P3&P2 s/d NH3 Storage,2024-06-25 09:30:00,2024-06-27 09:30:00,20.000,N,Har PU Pekerjaan Khusus(4.0)
42,32 PT. Bevel Outlet Hairpin ,2024-06-25 09:30:00,2024-06-25 10:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
3865,05 Check Internal&Seat Gasket,2024-06-25 09:30:00,2024-06-25 10:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
4069,"01 Lepas&Ganti baru Trap Steam SM Ektraksi,",2024-06-25 09:30:00,2024-06-25 16:30:00,6.000,N,Harlap Amoniak P4(3.0)
2623,02 Turunkan Spoll,2024-06-25 09:30:00,2024-06-25 11:30:00,2.000,N,Har ABB Operasi(4.0)
3573,"15 Fit_up&Las BV d/s FV-5002 A 4""",2024-06-25 09:30:00,2024-06-26 11:30:00,12.000,N,Har Instalasi & Repair Pabrik 4(3.0)
4965,17 Lepas Probe,2024-06-25 09:30:00,2024-06-25 13:30:00,3.000,N,Har Instrumen P4(2.0)
384,74 Angkat&Pasang Check Valve,2024-06-25 09:30:00,2024-06-25 10:30:00,1.000,N,Mobile Crane 50 Ton (Exch.)(1.0)
2835,08 Check Internal,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Inspeksi Pabrik 4(1.0)
4651,05 Potong Diaphragm Cover sisi Pabrik NPK,2024-06-25 10:00:00,2024-06-27 10:00:00,20.000,N,Har Bkl Perbaikan Khusus(4.0)
3053,03 Pasang Blower,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Safety(2.0)
2817,14 BAPM,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Operasi(1.0)
2246,11 BAPM,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Operasi(1.0)
2247,12 BAPM,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Inspeksi Pabrik 4(1.0)
1763,08 Repainting di Shop SV,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Har PU Pengecatan Peralatan(1.0)
5876,07 Aditional Valve Shop,2024-06-25 10:00:00,2024-07-13 10:00:00,180.000,N,Har Bkl Valve(4.0)
5665,08 Resetting 35.2 kg/ cm2,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Har Bkl Valve(1.0)
5666,09 Resetting 35.2 kg/ cm2,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Inspeksi Bengkel(1.0)
4224,23 Ikat Bolt Cover sisi Pabrik 1A,2024-06-25 10:00:00,2024-06-25 14:00:00,3.000,N,Harlap Amoniak P4(4.0)
5332,08 Lepas Wire Mesh dan Greating,2024-06-25 10:00:00,2024-06-25 16:00:00,5.000,N,Harlap Amoniak P4(4.0)
2248,13 BAPM,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Harlap Amoniak P4(1.0)
4008,10 Repainting di Shop SV,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Har PU Pengecatan Peralatan(1.0)
2988,14 Repair tunggu (Rec. Istek),2024-06-25 10:00:00,2024-06-26 10:00:00,10.000,N,Har Instalasi & Repair Pabrik 4(3.0)
1735,06 Resetting 6.4 kg/ cm2,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Har Bkl Valve(1.0)
1736,07 Resetting 6.4 kg/ cm2,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Inspeksi Bengkel(1.0)
2818,15 BAPM,2024-06-25 10:00:00,2024-06-25 11:00:00,1.000,N,Inspeksi Pabrik 4(1.0)
5534,13 Angkat SV,2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Mobile Crane 50 Ton (R-202/B/205)(1.0)
1228,04 Bawa BV ke Shop,2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Forklift 5 Ton (FL-051)(1.0)
5973,Bawa ARC kelapangan dan install,2024-06-25 10:30:00,2024-06-25 15:30:00,4.000,N,Harlap Amoniak P4(4.0); Forklift 3 Ton (FL-036)(1.0); Har ABB Operasi(1.0)
570,06 Angkat Cover sisi Pabrik 5,2024-06-25 10:30:00,2024-06-25 15:30:00,4.000,N,Mobile Crane 50 Ton (Exch.)(1.0)
571,07 Angkat Cover sisi Pabrik 5,2024-06-25 10:30:00,2024-06-25 13:30:00,2.000,N,Har ABB Operasi(4.0)
2135,"07 Check Internal, Support Demister, Bubble Cap",2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
2959,"13-PT Lasan Tube to Tube Sheet,",2024-06-25 10:30:00,2024-06-25 14:30:00,3.000,N,Inspeksi Pabrik 4(2.0)
4641,05 PT Re-Weld PRe-Weld Seal Weld Plug Venting sesuai Rec. Istek,2024-06-25 10:30:00,2024-06-25 16:30:00,5.000,N,Inspeksi Pabrik 4(1.0)
1226,"02 Beveling 2 Joint BV steam SL TS-411 Gate Vale 6""yg telah di potong",2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Har Instalasi & Repair Pabrik 4(3.0)
1510,"05 Lepas Probe, TE di Bearing Journal&Thrust Bearing sisi Turbine",2024-06-25 10:30:00,2024-06-25 14:30:00,3.000,N,Har Instrumen P4(2.0)
1511,"06 Lepas Probe, TE di Bearing Journal&Thrust Bearing sisi HPC",2024-06-25 10:30:00,2024-06-25 14:30:00,3.000,N,Har Instrumen P4(2.0)
1229,05 Bawa BV ke Shop,2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Har ABB Operasi(1.0)
2819,16 BAPM,2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Harlap Amoniak P4(1.0)
4715,05 Pasang Slip Blind,2024-06-25 10:30:00,2024-06-25 13:30:00,2.000,N,Harlap Amoniak P4(2.0)
3193,21 Lepas TE,2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Har Instrumen P4(2.0)
5535,14 Angkat SV,2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Har ABB Operasi(3.0)
44,33 Masukan Tube Catalyst ,2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Mobile Crane 130 Ton (CM-010)(1.0)
45,34 Masukan Tube Catalyst ,2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Har ABB Operasi(5.0)
1001,62 Lepas Slip Blind&Ikat Bolt,2024-06-25 10:30:00,2024-06-25 14:30:00,3.000,N,Harlap Amoniak P4(3.0)
480,02 Buka Cover sisi NPK,2024-06-25 10:30:00,2024-06-25 14:30:00,3.000,N,Harlap Amoniak P4(4.0)
3101,23 Angkat Upper Half Turbine Casing,2024-06-25 10:30:00,2024-06-25 13:30:00,2.000,N,Harlap Amoniak P4(4.0)
3783,13-Final Inspeck,2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
671,"10 Pasang BV d/s 1-FV-2001 8""",2024-06-25 10:30:00,2024-06-25 14:30:00,3.000,N,Harlap Amoniak P4(3.0)
5587,15 Ikat Bolt SV,2024-06-25 10:30:00,2024-06-25 11:30:00,1.000,N,Harlap Amoniak P4(3.0)
3946,07 Lepas Diaphragm,2024-06-25 10:30:00,2024-06-25 14:30:00,3.000,N,Harlap Amoniak P4(2.0)
592,26 Lepas Slip Blind,2024-06-25 10:30:00,2024-06-25 13:30:00,2.000,N,Harlap Amoniak P4(2.0)
2201,66 Buka Hand Hole untuk Unlod Pall Ring,2024-06-25 10:30:00,2024-06-25 12:30:00,2.000,Y,Harlap Amoniak P4(2.0)
4797,24 Ikat Bolt Cover sisi NPK,2024-06-25 10:30:00,2024-06-25 14:30:00,3.000,N,Harlap Amoniak P4(3.0)
436,05 Chamical Cleaning&Flushing,2024-06-25 10:30:00,2024-06-26 17:30:00,16.000,N,PPE(2.0)
5930,Repair SV,2024-06-25 11:00:00,2024-06-27 16:00:00,24.000,N,Har Bkl Permesin(2.0); Har Bkl Valve(4.0)
2838,10 Mechanical Cleaning Tube&Blow dengan Udara Total Tube (373 U-Tube),2024-06-25 11:00:00,2024-06-27 03:00:00,40.000,Y,Out Soorcing (Jetter)(4.0)
2249,14 Tutup Man Hole,2024-06-25 11:00:00,2024-06-25 14:00:00,2.000,N,Harlap Amoniak P4(3.0)
1737,08 Repainting di Shop SV,2024-06-25 11:00:00,2024-06-25 12:00:00,1.000,N,Har PU Pengecatan Peralatan(1.0)
5268,"01 Pasang Scaffold Line N2 3/4""di dekat 1-K-431-E1A dan 1-K-431 E1B",2024-06-25 11:00:00,2024-06-25 14:00:00,2.000,N,Har PU Scaffolding(4.0)
5667,10 Repainting di Shop SV,2024-06-25 11:00:00,2024-06-25 12:00:00,1.000,N,Har PU Pengecatan Peralatan(1.0)
1074,38 Bawa Rotor ke Lokasi,2024-06-25 11:00:00,2024-06-25 12:00:00,1.000,N,Truk Crane 407 (5 ton)(1.0)
1075,39 Bawa Rotor ke Lokasi,2024-06-25 11:00:00,2024-06-25 12:00:00,1.000,N,Har ABB Operasi(2.0)
2836,09 Fabrikasi Gasket Partition Plate sesuai Contoh,2024-06-25 11:00:00,2024-06-25 16:00:00,4.000,N,Harlap Amoniak P4(1.0)
3054,04 Cooling Down,2024-06-25 11:00:00,2024-06-25 21:00:00,10.000,Y,Operasi(1.0)
4356,11 Pasang Coupling dan Cover Coupling,2024-06-25 11:30:00,2024-06-25 14:30:00,2.000,N,Harlap Amoniak P4(3.0)
2033,04 Lepas Bot'l Cover sisi P1A,2024-06-25 11:30:00,2024-06-25 16:30:00,4.000,N,Harlap Amoniak P4(4.0)
2024,24 Ikat Bot'l Cover sisi P1A,2024-06-25 11:30:00,2024-06-25 15:30:00,3.000,N,Harlap Amoniak P4(4.0)
2136,08 Check Demister,2024-06-25 11:30:00,2024-06-25 13:30:00,1.000,N,PPE(1.0)
3784,"14-PSSR (Oprasi, Mechanic, Istek)",2024-06-25 11:30:00,2024-06-25 13:30:00,1.000,N,Operasi(1.0)
5256,"07 Lepas Scaffold Flange dan Valve Line N2 3/4""di dekat 1-K-421 E1A dan 1-K-421 E1B",2024-06-25 11:30:00,2024-06-25 13:30:00,1.000,N,Har PU Scaffolding(4.0)
2146,"17 Check Internal , Liquid Feed Pipe, Liquid Distributor, Distributor Tray, Deflector Plate",2024-06-25 11:30:00,2024-06-25 13:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
2820,17 Angkat Cover sisi Pabrik NPK,2024-06-25 11:30:00,2024-06-25 14:30:00,2.000,N,Mobile Crane 50 Ton (R-202/B/205)(1.0)
5536,15 Ikat Bolt SV,2024-06-25 11:30:00,2024-06-25 13:30:00,1.000,N,Harlap Amoniak P4(3.0)
1465,13 Repair Tunggu (Rec.Istek),2024-06-25 11:30:00,2024-06-26 11:30:00,10.000,N,Har Instalasi & Repair Pabrik 4(3.0)
2624,03 Lepas Base Plate,2024-06-25 11:30:00,2024-06-25 16:30:00,4.000,N,Har Instalasi & Repair Pabrik 4(3.0)
963,33 Lepas Scaffolding pada Internal Vessel,2024-06-25 11:30:00,2024-06-25 14:30:00,2.000,N,Har PU Scaffolding(6.0)
164,20 Buka Atap untuk pengangkatan Tube,2024-06-25 11:30:00,2024-06-25 14:30:00,2.000,N,Mobile Crane 130 Ton (CM-010)(1.0)
165,21 Buka Atap untuk pengangkatan Tube,2024-06-25 11:30:00,2024-06-25 14:30:00,2.000,N,Har ABB Operasi(4.0)
47,35 Fit_Up Outlet Hairpin ,2024-06-25 11:30:00,2024-06-26 07:30:00,6.000,N,Har Instalasi & Repair Pabrik 4(3.0)
4285,22 Lepas Slip Blind,2024-06-25 11:30:00,2024-06-25 14:30:00,2.000,N,Harlap Amoniak P4(2.0)
4746,11 Turunkan Cover sisi Pabrik 1A,2024-06-25 11:30:00,2024-06-25 13:30:00,1.000,N,Har ABB Operasi(4.0)
1227,"03 PT Beveling 2 Joint BV steam SL TS-411 Gate Vale 6""yg telah di potong",2024-06-25 11:30:00,2024-06-25 13:30:00,1.000,N,Inspeksi Bengkel(1.0)
2821,18 Angkat Cover sisi Pabrik NPK,2024-06-25 11:30:00,2024-06-25 14:30:00,2.000,N,Har ABB Operasi(4.0)
4839,12 Pasang Demister pada Frame di Shop,2024-06-25 11:30:00,2024-06-25 17:30:00,5.000,N,Har Bkl Pengelasan Shop(1.0)
1466,14 Cleaning Internal,2024-06-25 11:30:00,2024-06-26 11:30:00,10.000,N,Mechanical Cleaning(2.0)
1652,67 Pasang Cover Bearing Exhaust Side,2024-06-25 12:00:00,2024-06-25 14:00:00,2.000,Y,Harlap Amoniak P4(2.0)
2202,67 Unload Pall Ring Bed 4 (15 M3),2024-06-25 12:30:00,2024-06-26 06:30:00,18.000,Y,Forklift 3 Ton (FL-037)(1.0)
2203,68 Unload Pall Ring Bed 4 (15 M3),2024-06-25 12:30:00,2024-06-26 06:30:00,18.000,Y,Har ABB Operasi(1.0)
2204,69 Unload Pall Ring Bed 4 (15 M3),2024-06-25 12:30:00,2024-06-26 06:30:00,18.000,Y,PPE(1.0)
2205,70 Unload Pall Ring Bed 4 (15 M3),2024-06-25 12:30:00,2024-06-26 06:30:00,18.000,Y,Out Soorcing (Pall Ring)(10.0)
572,08 Pasang Slip Blind,2024-06-25 13:30:00,2024-06-25 15:30:00,2.000,N,Harlap Amoniak P4(2.0)
3102,24 Angkat Rotor Turbine,2024-06-25 13:30:00,2024-06-25 15:30:00,2.000,N,Harlap Amoniak P4(4.0)
1246,03 Pemeriksaan LRUT,2024-06-25 13:30:00,2024-06-26 13:30:00,10.000,N,Inspeksi Metalurgi(4.0)
3033,08 Chemical Demister,2024-06-25 13:30:00,2024-06-26 13:30:00,10.000,N,PPE(1.0)
3482,"02 PT Lasan BV Three Way Valve Low Side LG-2002 Mat'l Three Way Valve 3/4""",2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Inspeksi Bengkel(1.0)
1396,23 Lepas Scaffolding sisi NPK&Pabrik 1A,2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Har PU Scaffolding(4.0)
5668,11 Bawa SV ke Lokasi,2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Forklift 3 Ton (FL-041)(1.0)
2147,18 Repair tunggu (Rec. Istek),2024-06-25 13:30:00,2024-06-28 13:30:00,30.000,N,Har Instalasi & Repair Pabrik 4(3.0)
3802,12-Repair Tunggu (Rec. Istek),2024-06-25 13:30:00,2024-06-26 13:30:00,10.000,N,Har Instalasi & Repair Pabrik 4(2.0)
3669,02 PT Lasan BV drain u/s LV-5004 B,2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Inspeksi Bengkel(1.0)
593,27 Lepas Scaffold sisi Pabrik 5,2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,Y,Har PU Scaffolding(4.0)
2641,03 Potong&Las Line Venting,2024-06-25 13:30:00,2024-06-27 13:30:00,20.000,N,Har Instalasi & Repair Pabrik 4(3.0)
4747,12 Pasang Slip Blind,2024-06-25 13:30:00,2024-06-25 15:30:00,2.000,N,Harlap Amoniak P4(2.0)
3194,22 Lepas Thrust Disc,2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Harlap Amoniak P4(3.0)
4405,09 Resetting 136 kg/ cm2,2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Har Bkl Valve(1.0)
4406,10 Resetting 136 kg/ cm2,2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Inspeksi Bengkel(1.0)
4476,"02 PT Lasan BV u/s low side LG-2002 3/4""",2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Inspeksi Bengkel(1.0)
4966,"18 Lepas Journal Bearing, Thrust Disc dan Thrust Bearing",2024-06-25 13:30:00,2024-06-26 07:30:00,5.000,N,Harlap Amoniak P4(3.0)
5629,06 Check&Repair Internal SV,2024-06-25 13:30:00,2024-06-27 13:30:00,20.000,N,Har Bkl Valve(2.0)
5630,07 Repair&Fabrikasi Internal SV,2024-06-25 13:30:00,2024-06-26 13:30:00,10.000,N,Har Bkl Permesin(1.0)
1016,09 Lepas Frame Demister di Shop,2024-06-25 13:30:00,2024-06-25 16:30:00,3.000,N,Har Bkl Perbaikan Khusus(1.0)
2506,06 Realignment Pumpa to Motor,2024-06-25 13:30:00,2024-06-26 07:30:00,5.000,N,Harlap Amoniak P4(2.0)
3785,15-Pasang Partition Plate,2024-06-25 13:30:00,2024-06-25 16:30:00,3.000,N,Harlap Amoniak P4(4.0)
2634,05 PT Lasan BV Drain Inlet 1-R-204,2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Inspeksi Bengkel(1.0)
5669,12 Bawa SV ke Lokasi,2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Har ABB Operasi(1.0)
3311,32 NDT-PT pada nozzle blade Diaphragm,2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Inspeksi Rotating 1(1.0)
4716,06 Check Internal,2024-06-25 13:30:00,2024-06-25 14:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
1304,10 PT Brushsan Tube Sheet,2024-06-25 13:30:00,2024-06-25 16:30:00,3.000,N,Inspeksi Pabrik 4(2.0)
4874,06 Lepas Piping Lube Oil dan Control Oil,2024-06-25 13:30:00,2024-06-25 15:30:00,2.000,N,Harlap Amoniak P4(2.0)
2137,09 Repair tunggu (Rec. Istek),2024-06-25 13:30:00,2024-06-27 13:30:00,20.000,N,Har Instalasi & Repair Pabrik 4(3.0)
5269,"02 Brushing Line N2 3/4""di dekat 1-K-431-E1A dan 1-K-431 E1B",2024-06-25 14:00:00,2024-06-25 16:00:00,2.000,N,Har PU Pengecatan Peralatan(2.0)
2251,"15 Check Internal, Bubble Cap, Tray, Support, Pipe Distributor",2024-06-25 14:00:00,2024-06-25 15:00:00,1.000,N,Inspeksi Pabrik 4(1.0)
1653,68 Pasang Cover Bearing Thrust Side,2024-06-25 14:00:00,2024-06-25 16:00:00,2.000,Y,Harlap Amoniak P4(2.0)
4225,24 Lepas Slip Blind,2024-06-25 14:00:00,2024-06-25 16:00:00,2.000,N,Harlap Amoniak P4(2.0)
2354,27 Cleaning Internal,2024-06-25 14:00:00,2024-06-26 00:00:00,10.000,Y,Mechanical Cleaning(4.0)
1560,53 Angkat&Pasang Rotor LPC bersamaan dengan DGS housing,2024-06-25 14:00:00,2024-06-25 16:00:00,2.000,N,Harlap Amoniak P4(4.0)
2960,14-Leak Test,2024-06-25 14:30:00,2024-06-26 07:30:00,4.000,N,Inspeksi Pabrik 4(2.0)
4359,13 Buka Cover Man Hole ID Fan,2024-06-25 14:30:00,2024-06-25 15:30:00,1.000,N,Harlap Amoniak P4(3.0)
965,34 Inspect Internal,2024-06-25 14:30:00,2024-06-25 15:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
4357,12 Conneck Cable Power,2024-06-25 14:30:00,2024-06-25 15:30:00,1.000,N,Har Listrik P4(2.0)
131,104 Naikkan Atap,2024-06-25 14:30:00,2024-06-25 16:30:00,2.000,N,Mobile Crane 130 Ton (CM-010)(1.0)
1512,07 Lepas Cover&Spacer Coupling sisi Turbine to LPC,2024-06-25 14:30:00,2024-06-25 16:30:00,2.000,N,Harlap Amoniak P4(3.0)
1513,08 Lepas Cover&Spacer Coupling sisi LPC to HPC,2024-06-25 14:30:00,2024-06-25 16:30:00,2.000,N,Harlap Amoniak P4(3.0)
2635,06 Pasang Isolasi BV Drain Inlet 1-R-204,2024-06-25 14:30:00,2024-06-25 16:30:00,2.000,N,Har PU Pekerjaan Khusus(2.0)
481,03 Pasang Test Ring&Slip Blind untuk Leak Test,2024-06-25 14:30:00,2024-06-25 17:30:00,3.000,N,Harlap Amoniak P4(4.0)
3947,08 Lepas TTV,2024-06-25 14:30:00,2024-06-26 07:30:00,4.000,N,Harlap Amoniak P4(2.0)
2917,24 Lepas Scaffold sisi Pabrik NPK&1A,2024-06-25 14:30:00,2024-06-25 15:30:00,1.000,N,Har PU Scaffolding(4.0)
4479,"01 Potong&Las BV d/s low side LG-2002 3/4""",2024-06-25 14:30:00,2024-06-26 07:30:00,4.000,N,Har Instalasi & Repair Pabrik 4(3.0)
4798,25 Lepas Slip Blind,2024-06-25 14:30:00,2024-06-25 16:30:00,2.000,N,Harlap Amoniak P4(2.0)
4407,11 Repainting di Shop SV,2024-06-25 14:30:00,2024-06-25 15:30:00,1.000,N,Har PU Pengecatan Peralatan(1.0)
3408,02 Angkat SV,2024-06-25 14:30:00,2024-06-25 15:30:00,1.000,N,Mobile Crane 50 Ton (R-202/B/205)(1.0)
3409,03 Angkat SV,2024-06-25 14:30:00,2024-06-25 15:30:00,1.000,N,Har ABB Operasi(3.0)
3672,"01 Potong&Las BV 1/2"" diatas PCV-4301",2024-06-25 14:30:00,2024-06-26 14:30:00,10.000,N,Har Instalasi & Repair Pabrik 4(3.0)
2822,19 Ikat Bolt Cover sisi Pabrik NPK,2024-06-25 14:30:00,2024-06-26 07:30:00,4.000,N,Harlap Amoniak P4(4.0)
4286,23 Lepas Scaffolding sisi NPK&Pabrik 1A untuk Gantungan Chain Block,2024-06-25 14:30:00,2024-06-25 15:30:00,1.000,N,Har PU Scaffolding(4.0)
3312,33 NDT-PT pada nozzle Diaphragm dowel pin,2024-06-25 14:30:00,2024-06-25 15:30:00,1.000,N,Inspeksi Rotating 1(1.0)
246,68 Inspect jika ada Repair,2024-06-25 14:30:00,2024-06-25 15:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
3195,23 Lepas Journal Bearing dan TE Suction Side,2024-06-25 14:30:00,2024-06-25 15:30:00,1.000,N,Harlap Amoniak P4(3.0)
132,105 Naikkan Atap,2024-06-25 14:30:00,2024-06-25 16:30:00,2.000,N,Har ABB Operasi(4.0)
4610,06 Buka Partition Plate,2024-06-25 14:30:00,2024-06-25 17:30:00,3.000,N,Harlap Amoniak P4(4.0)
3485,"01 Potong&Las BV drain ke Sewer Continues Blow Down d/s LV-2003 1""",2024-06-25 14:30:00,2024-06-26 07:30:00,4.000,N,Har Instalasi & Repair Pabrik 4(3.0)
4512,"02 PT Lasan BV d/s LV-4045 2""",2024-06-25 15:00:00,2024-06-25 16:00:00,1.000,N,Inspeksi Bengkel(1.0)
2252,16 Check Pall Ring,2024-06-25 15:00:00,2024-06-25 16:00:00,1.000,N,Inspeksi Pabrik 4(1.0)
5963,Final inspect,2024-06-25 15:00:00,2024-06-25 16:00:00,1.000,N,Har Bkl Valve(1.0); Inspeksi Bengkel(1.0)
5923,Repair SV,2024-06-25 15:00:00,2024-06-28 08:00:00,24.000,N,Har Bkl Permesin(2.0); Har Bkl Valve(4.0)
1085,49 Repair di Lokasi tunggu (Rec.Istek),2024-06-25 15:00:00,2024-06-26 15:00:00,10.000,N,Har Instalasi & Repair Pabrik 4(3.0)
1937,16 Pasang Partiton Plate,2024-06-25 15:00:00,2024-06-26 08:00:00,4.000,N,Harlap Amoniak P4(4.0)
1738,09 Bawa SV ke Lokasi,2024-06-25 15:30:00,2024-06-25 16:30:00,1.000,N,Forklift 3 Ton (FL-036)(1.0)
4748,"13 Check Internal, Check Seat Gasket Cover (Injeksi Sealent Cover)",2024-06-25 15:30:00,2024-06-25 16:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
541,10 Lepas Partiton Plate di Cover Top,2024-06-25 15:30:00,2024-06-26 09:30:00,5.000,N,Harlap Amoniak P4(4.0)
3313,34 NDT-PT nozzle Diaphragm centering pin,2024-06-25 15:30:00,2024-06-25 16:30:00,1.000,N,Inspeksi Rotating 1(1.0)
2060,06 Angkat Exchanger Lama&Keluarkan,2024-06-25 15:30:00,2024-06-26 09:30:00,5.000,N,Crawler Crane 250 Ton(1.0)
4322,10 Realigment,2024-06-25 15:30:00,2024-06-26 09:30:00,5.000,N,Harlap Amoniak P4(3.0)
4875,07 Lepas Piping Line Sealing Steam,2024-06-25 15:30:00,2024-06-25 17:30:00,2.000,N,Harlap Amoniak P4(2.0)
259,02 Lepas Isolasi di Lasan Sockolet O/L Hairpin to Header,2024-06-25 15:30:00,2024-06-25 17:30:00,2.000,N,Har PU Pekerjaan Khusus(4.0)
3118,39 Lepas Lower Half Labyrint Turbine,2024-06-25 15:30:00,2024-06-25 17:30:00,2.000,N,Harlap Amoniak P4(4.0)
2025,25 Lepas Slip Blind setelah Leak Test,2024-06-25 15:30:00,2024-06-25 17:30:00,2.000,N,Harlap Amoniak P4(2.0)
3114,35 Balik Posisi Upper Turbine Casing,2024-06-25 15:30:00,2024-06-25 17:30:00,2.000,N,Har ABB Operasi(4.0)
3115,36 Balik Posisi Upper Turbine Casing,2024-06-25 15:30:00,2024-06-25 17:30:00,2.000,N,Harlap Amoniak P4(4.0)
966,35 BAPM,2024-06-25 15:30:00,2024-06-25 16:30:00,1.000,N,Operasi(1.0)
3390,02 Angkat SV,2024-06-25 15:30:00,2024-06-25 16:30:00,1.000,N,Mobile Crane 50 Ton (R-202/B/205)(1.0)
3391,03 Angkat SV,2024-06-25 15:30:00,2024-06-25 16:30:00,1.000,N,Har ABB Operasi(3.0)
2061,07 Angkat Exchanger Lama&Keluarkan,2024-06-25 15:30:00,2024-06-26 09:30:00,5.000,N,Har ABB Operasi(4.0)
3196,23 Lepas Lock Nut Dry Gas Seal dan Separation Labyrinth,2024-06-25 15:30:00,2024-06-25 16:30:00,1.000,N,Harlap Amoniak P4(3.0)
573,09 Check Internal,2024-06-25 15:30:00,2024-06-25 16:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
967,36 BAPM,2024-06-25 15:30:00,2024-06-25 16:30:00,1.000,N,Harlap Amoniak P4(1.0)
